Roaster,Name,Rating,Roaster Location,Coffee Origin,Roast Level,DollarsPerOz,Aroma,Flavor,Agtron Ext,Agtron Gnd,Roast_Level_num,Latitude,Longitude
JBC Coffee Roasters,Alemu Bukato Ethiopia,93,Wisconsin,Ethiopia,Medium-Light,1.56,9,9,57,81,1,8.0,38.0
JBC Coffee Roasters,ASOPEP Colombia,91,Wisconsin,Colombia,Medium-Light,1.31,8,9,54,78,1,4.0,-72.0
Lexington Coffee Roasters,Tarime Tanzania,95,Virginia,Tanzania,Medium-Light,1.23,9,9,58,82,1,-6.0,35.0
Lexington Coffee Roasters,Guachepelin Costa Rica,93,Virginia,Costa Rica,Light,1.66,9,9,60,84,0,10.0,-84.0
Barrington Coffee Roasting,Berlina Geisha,96,Massachusetts,Panama,Medium-Light,3.33,9,10,56,84,1,9.0,-80.0
Barrington Coffee Roasting,Gatugi Triple,95,Massachusetts,Kenya,Light,3.33,9,9,58,86,0,1.0,38.0
Barrington Coffee Roasting,Sulawesi Toarco,92,Massachusetts,Indonesia,Medium-Light,3.33,9,9,56,80,1,-5.0,120.0
Dragonfly Coffee Roasters,Ethiopia Yirgacheffe Natural Espresso,94,Colorado,Ethiopia,Medium-Light,1.5,9,9,51,74,1,8.0,38.0
Dragonfly Coffee Roasters,Ethiopia Yirgacheffe Natural,94,Colorado,Ethiopia,Medium-Light,1.5,9,9,55,80,1,8.0,38.0
Good Coffee Club,Brazil Conquista,92,North Carolina,Brazil,Medium-Light,1.25,9,9,48,74,1,-10.0,-55.0
PT's Coffee Roasting Co.,Finca El Socorro Maracaturra,95,Kansas,Guatemala,Medium-Light,1.88,9,9,52,78,1,15.5,-90.25
Lexington Coffee Roasters,Ethiopia Kayon Mountain Natural,93,Virginia,Ethiopia,Medium-Light,1.58,9,9,54,78,1,8.0,38.0
Temple Coffee and Tea,Colombia Jairo Alcaraz,92,California,Colombia,Medium,1.5,9,9,46,72,2,4.0,-72.0
Paradise Roasters,Organic Dulce de Guatemala,93,Minnesota,Guatemala,Medium-Light,1.0,9,9,50,72,1,15.5,-90.25
JBC Coffee Roasters,Karimikui Espresso,94,Wisconsin,Kenya,Medium-Light,1.62,9,9,51,73,1,1.0,38.0
Soul Work Coffee,Colombia Finca La Ilusion Rosevel Ortiz Escarpeta Natural Espresso,92,California,Colombia,Medium-Light,2.0,8,9,54,78,1,4.0,-72.0
Soul Work Coffee,Guatemala Finca El Limonar Hugo Chavez Mendez,92,California,Guatemala,Medium-Light,1.67,8,9,50,75,1,15.5,-90.25
Soul Work Coffee,Colombia Finca La Loma Antonio Gualguan,91,California,Colombia,Medium-Light,1.67,9,8,56,82,1,4.0,-72.0
PT's Coffee Roasting,Granja La Esperanza Tres Dragones Natural,93,Kansas,Colombia,Medium-Light,1.96,9,9,50,72,1,4.0,-72.0
Argyle Coffee Roasters,Costa Rica Tirra Natural,92,Florida,Costa Rica,Medium-Light,1.5,9,9,49,75,1,10.0,-84.0
Magnolia Coffee,Costa Rica Cumbres Del Poas “Perla Negra” Natural,94,North Carolina,Costa Rica,Medium-Light,1.5,9,9,59,79,1,10.0,-84.0
Revel Coffee,Ethiospro Blend,94,Montana,Ethiopia,Medium-Light,1.48,9,9,54,73,1,8.0,38.0
Wonderstate Coffee,Ethiopia Gede Natural,93,Wisconsin,Ethiopia,Medium-Light,1.5,9,9,54,77,1,8.0,38.0
Dragonfly Coffee Roasters,Yemen Haraaz,94,Colorado,Yemen,Medium-Light,2.92,9,9,55,75,1,15.0,48.0
Durango Coffee Company,Costa Rica Perla Negra,95,Colorado,Costa Rica,Medium,1.41,9,9,50,65,2,10.0,-84.0
States Coffee & Mercantile,Espresso 1849 Blend,94,California,Ethiopia,Medium,1.5,9,9,50,70,2,8.0,38.0
States Coffee & Mercantile,Ethiopia Deri Kochoha,93,California,Ethiopia,Medium-Light,1.5,8,9,54,78,1,8.0,38.0
States Coffee & Mercantile,Guatemala Finca Las Terrazas,93,California,Guatemala,Medium-Light,1.5,9,9,52,78,1,15.5,-90.25
Bird Rock Coffee Roasters,Suyusama Program Colombia,93,California,Colombia,Medium-Light,1.58,8,9,55,76,1,4.0,-72.0
Espresso Republic,Static Peru Valle de Chingama Peru,92,California,Peru,Medium-Light,1.16,9,9,57,78,1,-10.0,-76.0
Espresso Republic,Static Chirinos Peru,90,California,Peru,Medium-Light,1.16,8,9,58,80,1,-10.0,-76.0
Temple Coffee and Tea,Kenya Muranga Gondo,93,California,Kenya,Medium-Light,1.75,9,9,54,78,1,1.0,38.0
Temple Coffee and Tea,Costa Rica Esteban Zamora,91,California,Costa Rica,Medium-Light,1.71,8,9,56,78,1,10.0,-84.0
Caffeic,Burundi Nkonge Hill Red Honey,93,Montana,Burundi,Medium,1.25,9,9,47,70,2,-3.5,30.0
Red Rooster Coffee Roaster,Ethiopia Kayon Mountain,94,Virginia,Ethiopia,Light,1.58,9,9,60,88,0,8.0,38.0
JBC Coffee Roasters,Tano Batak Sumatra,94,Wisconsin,Sumatra,Medium-Light,1.54,9,9,58,75,1,-5.0,120.0
Red Rooster Coffee Roaster,Flight Espresso,93,Virginia,Colombia,Medium-Light,1.54,9,9,56,78,1,4.0,-72.0
Mystic Monk Coffee,Zambia AAA/AA,90,Wyoming,Zambia,Medium,1.17,8,8,47,69,2,-15.0,30.0
Aether Coffee,Ethiopia Natural Yirgacheffe Adado Shara,93,California,Ethiopia,Medium-Light,1.25,9,9,56,78,1,8.0,38.0
Revel Coffee,Replay Espresso,92,Montana,Ethiopia,Medium-Light,1.04,9,8,52,76,1,8.0,38.0
Novo Coffee,Kiniyota Burundi,92,Colorado,Burundi,Light,1.25,9,9,56,88,0,-3.5,30.0
Big Creek Coffee Roasters,Rwanda Cyato,90,Montana,Rwanda,Medium-Light,1.29,8,8,56,82,1,-2.0,30.0
Willoughby's Coffee & Tea,Rwanda Hingakawa Women’s Co-op Fair Trade,90,Connecticut,Rwanda,Medium-Light,1.0,8,8,56,84,1,-2.0,30.0
Oceana Coffee,Uganda Kapchorwa,90,Florida,Uganda,Medium-Light,1.5,8,9,52,78,1,1.0,32.0
Olympia Coffee Roasting,Burundi Gitwe Natural Bourbon,93,Washington,Burundi,Medium-Light,1.28,9,9,56,80,1,-3.5,30.0
JBC Coffee Roasters,Tarime Tanzania,95,Wisconsin,Tanzania,Medium-Light,1.6,9,9,56,80,1,-6.0,35.0
Dragonfly Coffee Roasters,DR Congo FTO Bourbon SOPACDI,94,Colorado,Congo,Medium-Light,1.5,9,9,50,74,1,-1.0,15.0
Barrington Coffee Roasting,Mahonda Burundi,93,Massachusetts,Burundi,Medium-Light,1.66,9,9,54,80,1,-3.5,30.0
Conscious Cup Coffee Roasters,El Salvador,93,Illinois,El Salvador,Medium-Light,2.08,9,9,56,80,1,13.83,-88.92
JBC Coffee Roasters,Kiniyota Espresso,95,Wisconsin,Burundi,Medium-Light,1.47,9,9,54,78,1,-3.5,30.0
Modern Times Coffee,Guardian Spirit Espresso Blend,93,California,Brazil,Medium-Light,1.33,9,9,52,78,1,-10.0,-55.0
Dragonfly Coffee Roasters,El Obraje Geisha,95,Colorado,Colombia,Medium-Light,4.38,9,9,52,78,1,4.0,-72.0
Mystic Monk Coffee,Burundi,91,Wyoming,Burundi,Medium-Light,1.17,8,9,52,77,1,-3.5,30.0
Lexington Coffee Roasters,Mirador Colombia,92,Virginia,Colombia,Medium-Light,1.38,9,9,58,80,1,4.0,-72.0
Big Creek Coffee Roasters,Brazil Carmo de Minas Natural,91,Montana,Brazil,Medium-Light,1.29,8,9,55,72,1,-10.0,-55.0
Nook Bakery & Coffee Bar,Brazil Pulped Natural,91,Pennsylvania,Brazil,Medium-Light,1.6,8,9,58,76,1,-10.0,-55.0
Novel Coffee Roasters,Minas Gerais Isaias Ferreira No. 2,91,Texas,Brazil,Medium-Light,1.5,8,9,54,70,1,-10.0,-55.0
Old Soul Co.,Brazil Fazenda São Bento,93,California,Brazil,Medium-Light,1.5,9,9,56,78,1,-10.0,-55.0
Corvus Coffee Roasters,Brazil Ouro de Minas Pulped Natural,92,Colorado,Brazil,Medium-Light,1.29,8,9,55,80,1,-10.0,-55.0
Dragonfly Coffee Roasters,COE Brazil Naturals 2017 Sitio Esperanza 7th place,92,Colorado,Brazil,Medium-Light,2.0,9,9,55,81,1,-10.0,-55.0
Soul Work Coffee,Brazil Chapada Diamantina Fazenda Floresta,92,California,Brazil,Medium-Light,1.88,8,9,58,80,1,-10.0,-55.0
Corvus Coffee Roasters,Tumba Rwanda,93,Colorado,Rwanda,Light,1.29,9,9,58,84,0,-2.0,30.0
Amavida Coffee Roasters,Burundi Nemba,93,Florida,Burundi,Medium-Light,1.41,9,9,58,80,1,-3.5,30.0
Espresso Republic,Static Peru Cajamarca,89,California,Peru,Medium-Light,1.0,8,8,60,75,1,-10.0,-76.0
Red Rooster Coffee Roaster,Flight Seasonal Espresso,93,Virginia,Peru,Medium-Light,1.37,9,9,58,80,1,-10.0,-76.0
Dragonfly Coffee Roasters,Yemen Microlot,96,Colorado,Yemen,Light,9.38,9,10,58,84,0,15.0,48.0
Dragonfly Coffee Roasters,Lycello by Ninety Plus,95,Colorado,Panama,Medium-Light,9.38,9,9,54,78,1,9.0,-80.0
Dragonfly Coffee Roasters,Lotus by Ninety Plus,95,Colorado,Panama,Medium-Light,18.12,9,9,52,72,1,9.0,-80.0
Peri Coffee,Guji Allona Ethiopia Natural,93,California,Ethiopia,Medium-Light,1.62,9,9,54,78,1,8.0,38.0
Montana Coffee Traders,Monteverde Costa Rica,93,Montana,Costa Rica,Medium-Light,1.05,9,9,47,77,1,10.0,-84.0
Moore Coffee,Kenya Nyeri Gatugi Peaberry,94,California,Kenya,Medium,1.5,9,9,45,75,2,1.0,38.0
Hula Daddy Kona Coffee,Karen J Red Bourbon,94,Hawai,Hawaii,Medium-Light,5.74,9,9,58,80,1,19.8968,-155.5828
Argyle Coffee Roasters,Ethiopia Yirgacheffe Koke,93,Florida,Ethiopia,Medium-Light,1.5,9,9,58,82,1,8.0,38.0
Rusty's Hawaiian Coffee,Ka’u Oro Yeast Typica,93,Hawai,Hawaii,Medium-Light,3.5,9,9,56,78,1,19.8968,-155.5828
Bluebeard Coffee Roasters,Gedeb Yirgacheffe Ethiopia,93,Washington,Gedeb,Medium-Light,1.42,9,9,52,74,1,8.0,38.0
Red Rooster Coffee Roaster,Ethiopia Worka Natural,93,Virginia,Ethiopia,Medium-Light,1.37,9,9,60,80,1,8.0,38.0
Paradise Roasters,Ecuador Pichincha Typica,93,Minnesota,Ecuador,Medium-Light,1.74,9,9,55,77,1,-2.0,-77.5
Greater Goods Coffee Roasters,Kenya Ndnunduri,93,Texas,Kenya,Medium-Light,1.42,9,9,54,78,1,1.0,38.0
Tico Coffee Roasters,Ethiopia Gedeb Gotiti,93,California,Gedeb,Light,1.67,9,9,58,84,0,8.0,38.0
Equator Coffees & Teas,Yemen Port of Mokha Al-Durrar,94,California,Yemen,Medium-Light,7.62,9,9,50,76,1,15.0,48.0
Flight Coffee Co.,Sumatra Tano Batak,94,New Hampshire,Sumatra,Medium-Light,1.42,9,9,55,77,1,-5.0,120.0
PT's Coffee Roasting,Sumatra Tano Batak,94,Kansas,Sumatra,Medium-Light,1.75,9,9,53,77,1,-5.0,120.0
Bird Rock Coffee Roasters,Finca La Maria Geisha Natural,95,California,Colombia,Medium-Light,6.38,9,9,55,79,1,4.0,-72.0
PT's Coffee Roasting,Granja La Esperanza Sudan Rume Natural,95,Kansas,Colombia,Medium,4.69,9,9,50,70,2,4.0,-72.0
JBC Coffee Roasters,Gedeb Espresso,94,Wisconsin,Gedeb,Medium-Light,1.56,9,9,51,74,1,8.0,38.0
JBC Coffee Roasters,Gaitania Espresso,93,Wisconsin,Colombia,Medium-Light,1.31,9,9,56,78,1,4.0,-72.0
Espresso Republic,Static Indonesia Toarco Sulawesi,91,California,Indonesia,Medium-Light,1.67,8,9,52,78,1,-5.0,120.0
Big Shoulders Coffee,Burundi Buhorwa,94,Illinois,Burundi,Medium-Light,1.25,9,9,54,78,1,-3.5,30.0
Barrington Coffee Roasting,Dodora Double,96,Massachusetts,Ethiopia,Light,2.48,9,10,60,84,0,8.0,38.0
Barrington Coffee Roasting,Poas Red Honey,92,Massachusetts,Costa Rica,Medium-Light,2.48,8,9,58,80,1,10.0,-84.0
Barrington Coffee Roasting,Lekali (Nepal),90,Massachusetts,Nepal,Medium,2.48,8,8,47,72,2,28.0,84.0
Caffe Luxxe,Costa Rica Tarrazu,91,California,Costa Rica,Medium-Light,2.08,9,8,52,76,1,10.0,-84.0
Jackrabbit Java,Decaf Espresso,89,Wyoming,Peru,Medium-Light,1.0,8,8,52,72,1,-10.0,-76.0
Jackrabbit Java,Sumatra Tano Batak,92,Wyoming,Sumatra,Medium,1.0,9,9,47,69,2,-5.0,120.0
Big Shoulders Coffee,Kenya Kirinyaga,94,Illinois,Kenya,Light,1.25,9,9,65,91,0,1.0,38.0
Caffeic,Ethiopia,93,Montana,Ethiopia,Medium-Light,1.17,9,9,53,69,1,8.0,38.0
Grounds for Change,Congo Kivu,92,Washington,Congo,Medium-Dark,0.95,9,9,45,54,3,-1.0,15.0
Allegro Coffee,Three Queens Blend,94,Colorado,Burundi,Medium-Light,1.17,9,9,52,73,1,-3.5,30.0
Klatch Coffee,Sumatra Mutu Batak,94,California,Sumatra,Medium,1.25,9,9,49,71,2,-5.0,120.0
Mr. Espresso,Rwanda Bufcafe Remera,92,California,Rwanda,Medium,1.21,8,9,49,65,2,-2.0,30.0
JBC Coffee Roasters,Kiniyota Burundi,95,Wisconsin,Burundi,Medium-Light,1.47,9,9,52,78,1,-3.5,30.0
Hula Daddy Kona Coffee,Kona Mocca®,95,Hawai,Hawaii,Medium,5.62,9,9,46,62,2,19.8968,-155.5828
Paradise Roasters,Ethiopia Suke Quto Honey,94,Minnesota,Ethiopia,Medium-Light,1.5,9,9,58,82,1,8.0,38.0
Charlotte Coffee Company,Firebird Espresso,93,North Carolina,Brazil,Medium-Light,1.17,8,9,51,75,1,-10.0,-55.0
The WestBean Coffee Roasters,Ethiopia Dumerso Light Roast,92,California,Ethiopia,Medium,2.0,9,9,53,68,2,8.0,38.0
Revel Coffee,Kenya AA Karamundi,92,Montana,Kenya,Medium-Light,1.29,9,9,51,75,1,1.0,38.0
Chocolate Fish Coffee Roasters,Finca San Luis Colombia Espresso,93,California,Colombia,Medium-Light,1.46,9,9,58,74,1,4.0,-72.0
Red Rooster Coffee Roaster,Peru Finca Ecológica Agua Colorada,93,Virginia,Peru,Light,1.37,9,9,58,84,0,-10.0,-76.0
Bird Rock Coffee Roasters,Love Letters,92,California,El Salvador,Medium-Light,1.92,8,9,51,81,1,13.83,-88.92
Revel Coffee,Throwback Blend,92,Montana,Colombia,Medium-Light,1.15,9,9,56,78,1,4.0,-72.0
Roast House,Costa Coast Blend,92,Washington,Costa Rica,Medium-Light,1.31,8,9,52,78,1,10.0,-84.0
Water Avenue Coffee,Canoe Blend,94,Oregon,Indonesia,Medium-Light,1.17,9,9,56,82,1,-5.0,120.0
Corvus Coffee Roasters,Dead Reckoning,93,Colorado,El Salvador,Medium-Light,1.42,9,9,52,78,1,13.83,-88.92
Per'la Specialty Roasters,Miami Winter,93,Florida,Ethiopia,Medium-Light,1.83,9,9,53,77,1,8.0,38.0
Temple Coffee and Tea,Naturals With Attitude,93,California,Ethiopia,Medium-Light,4.0,9,9,60,80,1,8.0,38.0
Durango Coffee Company,Guatemala Retiro Natural Process,94,Colorado,Guatemala,Medium-Light,1.31,9,9,57,70,1,15.5,-90.25
JBC Coffee Roasters,Gaitania Colombia,93,Wisconsin,Colombia,Medium-Light,1.31,9,9,58,76,1,4.0,-72.0
Durango Coffee Company,Rwanda Remera Kabeza,93,Colorado,Rwanda,Medium,1.41,8,9,50,67,2,-2.0,30.0
Mystic Monk Coffee,Ethiopia Yirgacheffe,90,Wyoming,Ethiopia,Medium,1.17,8,8,45,75,2,8.0,38.0
JBC Coffee Roasters,Bufcafe Rwanda Espresso,93,Wisconsin,Rwanda,Medium-Light,1.44,9,9,54,78,1,-2.0,30.0
JBC Coffee Roasters,Bufcafe Rwanda,93,Wisconsin,Rwanda,Light,1.44,9,7,60,84,0,-2.0,30.0
JBC Coffee Roasters,Gedeb Ethiopia,95,Wisconsin,Gedeb,Medium-Light,1.56,9,9,58,82,1,8.0,38.0
Ka'u Specialty Coffee,Estate Carbonic Maceration,90,Hawai,Hawaii,Medium-Light,3.69,8,8,58,71,1,19.8968,-155.5828
Red Rooster Coffee Roaster,Ethiopia Banko Gotiti,94,Virginia,Ethiopia,Light,1.42,9,9,65,93,0,8.0,38.0
Manzanita Roasting Company,Colombia David Gomez 100% Caturra,92,California,Colombia,Light,1.42,8,9,63,85,0,4.0,-72.0
Bird Rock Coffee Roasters,Panama Auromar Estate Geisha Peaberry,95,California,Panama,Medium-Light,6.38,10,9,53,81,1,9.0,-80.0
Temple Coffee and Tea,Panama Finca Hartmann Geisha Natural,95,California,Panama,Light,6.75,9,9,60,84,0,9.0,-80.0
Temple Coffee and Tea,Ethiopia Reko Estate Yirgacheffe,92,California,Ethiopia,Medium-Light,1.58,9,9,54,74,1,8.0,38.0
Temple Coffee and Tea,Costa Rica Sonora Estate Venecia Natural,91,California,Costa Rica,Medium-Light,1.71,8,9,53,87,1,10.0,-84.0
Magnolia Coffee,Jade Espresso,94,North Carolina,Brazil,Medium-Light,1.17,9,9,56,72,1,-10.0,-55.0
Ka'u Specialty Coffee,Estate Medium Roast,93,Hawai,Hawaii,Medium-Light,3.69,9,9,61,77,1,19.8968,-155.5828
Amavida Coffee Roasters,Kenya Karinga,92,Florida,Kenya,Medium-Light,2.49,9,9,54,80,1,1.0,38.0
Paradise Roasters,Thailand Doi Pangkhon Espresso,91,Minnesota,Thailand,Medium,1.41,8,9,50,68,2,15.0,100.0
JBC Coffee Roasters,Ulos Batak Sumatra,96,Wisconsin,Sumatra,Medium-Light,1.58,9,10,54,76,1,-5.0,120.0
JBC Coffee Roasters,Gaitania Colombia,91,Wisconsin,Colombia,Light,1.31,9,9,58,84,0,4.0,-72.0
PT's Coffee Roasting,Blue Label La Esmeralda Porton Pascua Gesha,95,Kansas,Panama,Medium-Light,7.5,9,9,53,85,1,9.0,-80.0
PT's Coffee Roasting,Auromar Gesha Natural,93,Kansas,Panama,Light,5.0,8,9,63,85,0,9.0,-80.0
PT's Coffee Roasting,Haraz Special Red Yemen,92,Kansas,Yemen,Light,3.44,9,9,62,84,0,15.0,48.0
Hala Tree Kona Coffee,“Naturals”,92,Hawai,Hawaii,Medium-Light,3.75,9,9,54,78,1,19.8968,-155.5828
Chocolate Fish Coffee Roasters,Finca Merced Guatemala,93,California,Guatemala,Light,1.42,9,9,58,84,0,15.5,-90.25
Barrington Coffee Roasting,El Peñon Nicaragua,94,Massachusetts,Nicaragua,Light,1.5,9,9,61,93,0,13.0,-85.0
Speckled Ax,Kenya Chorongi Peaberry,95,Maine,Kenya,Medium-Light,1.67,9,9,50,76,1,1.0,38.0
Espresso Republic,Static Kenya Kavutiri,92,California,Kenya,Medium-Light,2.08,9,9,53,79,1,1.0,38.0
The WestBean Coffee Roasters,Kenya Gicherori,91,California,Kenya,Medium-Light,2.0,8,9,50,74,1,1.0,38.0
Espresso Republic,Static Colombia Decaf Midnight,89,California,Colombia,Medium,1.41,8,8,48,58,2,4.0,-72.0
Roast House,Diima #9 Ethiopia Natural,93,Washington,Ethiopia,Medium-Light,2.08,9,9,56,84,1,8.0,38.0
Red Rooster Coffee Roaster,Sweet Holiday Blend,93,Virginia,Colombia,Medium-Light,1.25,9,9,57,81,1,4.0,-72.0
Speckled Ax,DR Congo Virunga Organic,93,Maine,Congo,Medium-Light,1.42,9,9,58,82,1,-1.0,15.0
Good Folks Coffee,Kenya Thaitu,95,Kentucky,Kenya,Medium-Light,1.83,9,9,54,78,1,1.0,38.0
Flight Coffee Co.,Yule Blend 2018,94,New Hampshire,Kenya,Medium-Light,1.25,9,9,56,80,1,1.0,38.0
Dragonfly Coffee Roasters,Los Congos Pacamara Honey,93,Colorado,Nicaragua,Light,1.67,9,9,58,84,0,13.0,-85.0
OQ Coffee Co.,Coffea Diversa Costa Rica Sudan Rume,93,New Jersey,Costa Rica,Medium-Light,3.5,9,9,53,77,1,10.0,-84.0
Willoughby's Coffee & Tea,Panama Auromar Geisha Natural,96,Connecticut,Panama,Medium-Light,4.58,10,9,56,80,1,9.0,-80.0
Bird Rock Coffee Roasters,El Salvador Finca Kilimanjaro,95,California,El Salvador,Medium-Light,2.08,9,9,56,80,1,13.83,-88.92
Equator Coffees & Teas,Panama Elida Green Tip Gesha Natural,94,California,Panama,Medium-Light,9.25,9,9,53,77,1,9.0,-80.0
JBC Coffee Roasters,Gikanda Kenya,96,Wisconsin,Kenya,Medium-Light,1.6,9,9,55,76,1,1.0,38.0
Willoughby's Coffee & Tea,Panama Don Julian Pacamara,95,Connecticut,Panama,Medium-Light,3.12,9,9,56,80,1,9.0,-80.0
Hula Daddy Kona Coffee,100% Kona Bourbon Pointu Laurina,95,Hawai,Hawaii,Medium-Light,5.62,9,9,52,76,1,19.8968,-155.5828
Klatch Coffee,Kenya AB Muchoki,95,California,Kenya,Medium-Light,1.66,9,10,55,75,1,1.0,38.0
Paradise Roasters,Colombia Nariño Duende,93,Minnesota,Colombia,Medium-Light,1.41,8,9,54,74,1,4.0,-72.0
Bootstrap Coffee Roasters,Decaf Colombia Select,87,Minnesota,Colombia,Medium-Light,1.25,7,8,54,76,1,4.0,-72.0
Paradise Roasters,Ethiopia Awassa,93,Minnesota,Ethiopia,Medium-Light,1.5,9,9,56,76,1,8.0,38.0
Hula Daddy Kona Coffee,100% Kona SL-28,97,Hawai,Hawaii,Medium-Light,9.37,10,10,56,78,1,19.8968,-155.5828
Jackrabbit Java,Kenya Nyeri Othaya Gatugi Red Cherry Project AA,92,Wyoming,Kenya,Medium-Dark,1.5,9,9,38,52,3,1.0,38.0
Chocolate Fish Coffee Roasters,Guatemala El Retiro del Quisaya,93,California,Guatemala,Light,1.58,9,9,71,99,0,15.5,-90.25
Caffe Luxxe,Kenya Peaberry Kericho County,92,California,Kenya,Medium-Light,1.67,8,9,52,76,1,1.0,38.0
Espresso Republic,Static El Salvador Finca Maria Luisa,89,California,El Salvador,Medium-Light,0.99,8,8,55,77,1,13.83,-88.92
Lexington Coffee Roasters,Kamwangi Kenya,93,Virginia,Kenya,Medium-Light,1.66,8,9,52,74,1,1.0,38.0
Big Creek Coffee Roasters,Ethiopia Gelana Abaya,92,Montana,Ethiopia,Medium-Light,1.25,9,9,50,74,1,8.0,38.0
Noble Coffee Roasting,Ethiopia Bishan Fugu,93,Oregon,Ethiopia,Light,1.58,8,9,63,97,0,8.0,38.0
Red E Café,Sustainable Harvest Homacho Waeno Natural,93,Oregon,Ethiopia,Light,1.33,9,9,62,92,0,8.0,38.0
Ben's Beans,Ethiopia Amaro Gayo Natural,92,Connecticut,Ethiopia,Medium-Light,1.41,9,9,52,74,1,8.0,38.0
Revel Coffee,Ethiopia Shakiso Mormora,92,Montana,Ethiopia,Medium-Light,1.33,9,9,54,70,1,8.0,38.0
Roast House,Ethiopia Suke Quto,92,Washington,Ethiopia,Medium-Light,1.19,8,9,53,79,1,8.0,38.0
Big Creek Coffee Roasters,Ethiopia Gedeb Halo Beriti,94,Montana,Gedeb,Medium,1.38,9,9,48,70,2,8.0,38.0
Red Rooster Coffee Roaster,Ethiopia Kayon Mountain,93,Virginia,Ethiopia,Light,1.46,9,9,66,92,0,8.0,38.0
Willoughby's Coffee & Tea,Ethiopia Gelgelu Natural Organic,93,Connecticut,Ethiopia,Medium-Light,1.12,9,9,54,75,1,8.0,38.0
Black Oak Coffee Roasters,Ethiopia Hambela Alaka,93,California,Ethiopia,Medium-Light,1.46,9,9,58,80,1,8.0,38.0
Wonderstate Coffee,Organic Ethiopia Kirite,93,Wisconsin,Ethiopia,Medium-Light,1.5,9,9,58,81,1,8.0,38.0
PT's Coffee Roasting,Thiriku AA Kenya,95,Kansas,Kenya,Medium,2.04,9,9,47,65,2,1.0,38.0
Old Soul Co.,Decaf Ethiopia Sidamo,90,California,Ethiopia,Medium,1.62,8,9,48,73,2,8.0,38.0
Espresso Republic,Static Kenya Kirimahiga,93,California,Kenya,Medium-Light,1.92,9,9,52,70,1,1.0,38.0
Jackrabbit Java,Panama Finca San Sebastian,90,Wyoming,Panama,Medium-Light,1.0,8,9,52,74,1,9.0,-80.0
JBC Coffee Roasters,El Aquila Pacamara Espresso,94,Wisconsin,El Salvador,Medium-Light,1.49,9,9,54,75,1,13.83,-88.92
Willoughby's Coffee & Tea,Kenya AA Gicheroi,93,Connecticut,Kenya,Medium-Light,1.25,9,9,54,78,1,1.0,38.0
Bird Rock Coffee Roasters,Guatemala Finca El Injerto Gesha,94,California,Guatemala,Medium-Light,6.38,9,9,56,82,1,15.5,-90.25
Bird Rock Coffee Roasters,Panama Duncan Estate Wine-Processed,93,California,Panama,Medium-Light,2.25,9,9,54,76,1,9.0,-80.0
Manzanita Roasting Company,Ethiopia Sidamo Nansebo Station Espresso,92,California,Ethiopia,Medium-Light,1.42,9,8,52,74,1,8.0,38.0
Dragonfly Coffee Roasters,Kenya Gatomboya AA,94,Colorado,Kenya,Medium-Light,1.5,9,9,56,76,1,1.0,38.0
Red Rooster Coffee Roaster,Flight Seasonal Espresso,95,Virginia,Colombia,Medium-Light,1.37,9,9,56,80,1,4.0,-72.0
Flight Coffee Co.,Ethiopia Deri Kochere,93,New Hampshire,Ethiopia,Medium-Light,1.42,9,9,52,74,1,8.0,38.0
Red Giant Coffee Roasters,Ethiopia Yirgacheffe Chelelektu,92,California,Ethiopia,Medium-Light,1.62,8,9,52,74,1,8.0,38.0
Greater Goods Coffee Roasters,Kenya Nyeri Hill Farm,94,Texas,Kenya,Medium-Light,1.5,9,9,55,79,1,1.0,38.0
Magnolia Coffee,Costa Rica Cumbres del Poas “Perla Negra”,92,North Carolina,Costa Rica,Medium-Light,1.25,9,9,52,74,1,10.0,-84.0
Boil Line Coffee Company,Gold Mountain Coffee Growers Daniel’s Caturra Microlot,93,Pennsylvania,Nicaragua,Medium-Light,1.33,9,9,57,79,1,13.0,-85.0
Modern Times Coffee,Nicaragua Limoncillo Funky,93,California,Nicaragua,Light,1.33,8,9,64,84,0,13.0,-85.0
Ironclad Coffee Roasters,Tolliver’s Reserve Nicaragua Gold Mountain Fruit Candy Nanolot,92,Virginia,Nicaragua,Light,2.37,9,9,67,89,0,13.0,-85.0
Thanksgiving Coffee Company,Organic Shade-Grown Nicaragua,92,California,Nicaragua,Medium-Light,1.33,8,9,58,77,1,13.0,-85.0
Giv COFFEE,Nicaragua Un Regalo de Dios Bourbon,94,Connecticut,Nicaragua,Medium-Light,1.42,9,9,56,81,1,13.0,-85.0
Paradise Roasters,Jinotega Geisha,94,Minnesota,Nicaragua,Medium-Light,1.58,9,9,53,78,1,13.0,-85.0
JBC Coffee Roasters,Gedeb Lot 83 Ethiopia Natural,95,Wisconsin,Gedeb,Medium-Light,1.58,9,9,58,82,1,8.0,38.0
JBC Coffee Roasters,Halo Beriti Ethiopia,94,Wisconsin,Gedeb,Medium-Light,1.49,9,9,53,77,1,8.0,38.0
JBC Coffee Roasters,Mutitu Kenya,93,Wisconsin,Kenya,Medium-Light,1.49,9,9,56,78,1,1.0,38.0
JBC Coffee Roasters,Guaya’b Guatemala,93,Wisconsin,Guatemala,Medium-Light,1.31,9,9,56,78,1,15.5,-90.25
JBC Coffee Roasters,El Aquila Pacamara El Salvador,92,Wisconsin,El Salvador,Medium-Light,1.49,8,9,56,78,1,13.83,-88.92
