Roaster,Name,Rating,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,With Milk,Acidity
Red Rock Roasters,Ethiopia Worka Sakaro Anaerobic Natural,94,"Albuquerque, New Mexico","Gedeb District, Gedeo Zone, southern Ethiopia",Medium,56/64,$16.00/12 ounces,November2021,9,9,9,9,8,,
Oceana Coffee,Ethiopia Durato Bombe Natural,94,"Tequesta, Florida","Bombe mountains, Sidama Region, southern Ethiopia",Light,64/80,$22.00/12 ounces,November2021,9,9,9,9,8,,
Nostalgia Coffee Roasters,Colombia Trujillo Experimental Process,94,"San Diego, California","Santa Barbara, Antioquia Department, Colombia",Medium-Light,57/77,$25.00/12 ounces,November2021,9,9,9,9,8,,
Bird Rock Coffee Roasters,Colombia La Siria Geisha,96,"San Diego, California","La Argentina, Huila Department, Colombia",Medium-Light,60/78,$95.00/4 ounces,November2021,9,9,9,10,9,,
PT's Coffee Roasting Co.,Colombia Granja La Esperanza Las Margaritas Gesha Honey,95,"Topeka, Kansas","Caicedonia, Valle del Cauca Department, Colombia",Light,62/80,$60.00/8 ounces,November2021,9,9,9,9,9,,
Chromatic Coffee,Tanzania Acacia Hills Gesha Peaberry,95,"San Jose, California","Ngorongoro, Tanzania ",Medium-Light,62/78,$120.00/6 ounces,November2021,9,9,9,9,9,,
Equator Coffees,Colombia La Palma Y El Tucán Gesha Natural,94,"San Rafael, California","Cundinamarca Department, central Colombia",Medium-Light,56/72,$40.00/4 ounces,November2021,9,9,9,9,8,,
Willoughby's Coffee & Tea,Costa Rica La Rejolla Washed Geisha,94,"Branford, Connecticut","Lourdes de Naranjo, West Valley, Costa Rica",Medium-Light,58/80,$49.99/16 ounces,November2021,9,9,9,9,8,,
JBC Coffee Roasters,Bekele Heto Natural Ethiopia,95,"Madison, Wisconsin","Worka-Sakaro, Gedeb District, Gedeo Zone",Medium-Light,58/80,$19.00/12 ounces,November2021,9,9,9,9,9,,
Bird Rock Coffee Roasters,El Salvador El Matazano Pacamara,95,"San Diego, California","Chalatenango Department, El Salvador",Medium-Light,60/77,$21.00/12 ounces,November2021,9,9,9,9,9,,
RamsHead Coffee Roasters,Ethiopia Guji Mormora Organic Natural,94,"Bozeman, Montana","Guji Zone, southern Ethiopia",Light,62/80,$18.95/12 ounces,November2021,9,9,9,9,8,,
JBC Coffee Roasters,Chelbesa Ethiopia,95,"Madison, Wisconsin","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Medium-Light,58/78,$18.00/8 ounces,November2021,9,9,9,9,9,,
RamsHead Coffee Roasters,Colombia La Riviera Sudan Rume,94,"Bozeman, Montana","Risaralda, Caldas Department, Colombia",Medium-Light,58/76,$11.99/4 ounces,November2021,9,9,9,9,8,,
JBC Coffee Roasters,Alaka Ethiopia,94,"Madison, Wisconsin","Hambela Wamena, Guji Zone, Oromia, Ethiopia",Medium-Light,62/78,$18.00/12 ounces,November2021,9,9,9,9,8,,
Paradise Roasters,Kona Liberica Champagne Natural,93,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,60/76,$50.00/4 ounces,November2021,9,8,9,9,8,,
JBC Coffee Roasters,El Triunfo Mexico,93,"Madison, Wisconsin","Sierra Madre, Chiapas, Mexico",Medium-Light,56/78,$16.00/12 ounces,November2021,9,9,8,9,8,,
RamsHead Coffee Roasters,Out of Africa Blend,92,"Bozeman, Montana",Kenya; Ethiopia,Medium-Light,58/78,$17.95/12 ounces,November2021,9,8,8,9,8,,
Baba Java Coffee,Winter Wonder Blend,91,"Hoover, Alabama",Brazil; Honduras; Yemen,Medium,52/64,$15.00/12 ounces,October2021,8,8,8,9,8,,
Red Rooster Coffee Roaster,Kenya Gachatha Nyeri AA,96,"Floyd, Virginia","Nyeri growing region, south-central Kenya",Medium-Light,60/76,$22.49/12 ounces,October2021,9,9,9,10,9,,
Big Shoulders Coffee,Ethiopia Super Wush,95,"Chicago, Illinois","Sama, Ana Sora District, Oromia Region, Ethiopia",Light,62/80,$26.00/12 ounces,October2021,9,9,9,9,9,,
Red Rooster Coffee Roaster,Ethiopia Worka Sakaro Anaerobic Natural,94,"Floyd, Virginia","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,59/77,$19.49/12 ounces,October2021,9,9,9,9,8,,
Red Rooster Coffee Roaster,Organic Floyd Farmhouse Blend,93,"Floyd, Virginia",Central America; Africa,Medium-Light,58/74,$13.99/12 ounces,October2021,9,8,9,9,8,,
Big Shoulders Coffee,Colombia La Esperanza Anaerobic,94,"Chicago, Illinois","Caicedonia, Valle de Cauca Department, Colombia",Medium-Light,54/74,$42.00/12 ounces,October2021,9,9,9,9,8,,
Big Shoulders Coffee,Ethiopia Gogogu Bekaka #1,94,"Chicago, Illinois","Uraga, Guji Zone, Ethiopia",Light,64/86,$25.00/12 ounces,October2021,9,9,9,9,8,,
Lexington Coffee Roasters,Kenya Gichathaini,95,"Lexington, Virginia","Mathira West District, Nyeri growing region, Kenya",Medium-Light,60/78,$24.95/12 ounces,October2021,9,9,9,9,9,,
Dragonfly Coffee Roasters,Elida Estate Dragonfly Catuai Lot 13,94,"Henderson, Nevada","Boquete growing region, western Panama",Medium-Light,55/71,$22.50/12 ounces,October2021,10,9,9,9,7,,
JBC Coffee Roasters,Banko Gotiti Natural,93,"Madison, Wisconsin","Kochere, Yirgacheffe growing region, Ethiopia",Medium-Light,60/78,$20.00/12 ounces,October2021,9,8,9,9,8,,
Dragonfly Coffee Roasters,Elida Estate ASD Natural Catuai 15,94,"Henderson, Nevada","Boquete growing region, western Panama",Medium-Light,57/75,$30.00/12 ounces,October2021,9,9,9,9,8,,
Mystic Monk Coffee,Indonesian Island Blend,92,"Meeteetse, Wyoming","Java, Flores and Sumatra, Indonesia",Medium,50/68,$14.99/12 ounces,October2021,8,8,9,9,8,,
Mystic Monk Coffee,FTO Ethiopian,92,"Meeteetse, Wyoming","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/70,$13.95/12 ounces,October2021,9,8,8,9,8,,
Port of Mokha,Yemen Lot 106,96,"San Jose, California","Al Hayma region, Sana’a Governorate, Yemen",NA,0/0,$45.00/4 ounces,October2021,9,9,9,10,9,,
Port of Mokha,Yemen Al Wadi,94,"San Jose, California","Al Wadi region, Sana’a Governorate, Yemen",NA,0/0,$32.00/4 ounces,October2021,9,8,9,9,9,,
Chromatic Coffee,Yemen Port of Mokha Al-Jabal,94,"San Jose, California","Jabal Haraz, Sana’a Governorate, Yemen",Medium-Light,58/76,$29.99/5 ounces,October2021,9,9,9,9,8,,
Collage Coffee,Yemen Mokha Matari,93,"Grove City, Pennsylvania","Bani Matar, Sana’a Governorate, Yemen",Medium-Light,59/77,$10.00/4 ounces,October2021,9,9,8,9,8,,
Dragonfly Coffee Roasters,Yemen Mocha Haimi,93,"Henderson, Nevada","Al Hayma District, Sana’a Governorate, Yemen",Medium-Light,57/77,$40.00/8 ounces,October2021,9,8,9,9,8,,
Equator Coffees,Yemen Sana’a,93,"San Rafael, California","Sana’a Governorate, Yemen",Light,62/84,$32.00/6 ounces,October2021,9,8,9,9,8,,
RamsHead Coffee Roasters,Peru Finca Churupampa,93,"Bozeman, Montana","Chirinos, San Ignacio Province, Peru",Medium-Light,56/76,$16.95/12 ounces,October2021,9,8,9,9,8,,
Durango Coffee Company,Colombia La Esperanza Potosí Anaerobic Process,94,"Durango, Colorado","Caicedonia, Valle de Cauca Department, Colombia",Medium-Light,57/73,$18.95/12 ounces,October2021,9,9,9,9,8,,
RamsHead Coffee Roasters,Honduras Finca Las Moras Parainema Yellow Honey,93,"Bozeman, Montana","Siguatepeque, Comayagua Department, Honduras",Medium-Light,58/76,$16.95/12 ounces,October2021,9,8,9,9,8,,
Regent Coffee,Blossom Blend Espresso,93,"Glendale, California",Ethiopia; El Salvador,Medium-Light,56/78,$19.50/12 ounces,October2021,9,,8,9,8,9,
Kona Love Coffee Co.,Kona Medium Roast,92,"Holualoa, Hawaii","Holualoa, North Kona, Big Island of Hawai’i",Medium-Light,52/70,$35.00/12 ounces,October2021,9,8,8,9,8,,
Kona Love Coffee Co.,Kona Medium-Dark Roast,90,"Holualoa, Hawaii","Holualoa, North Kona, Big Island of Hawai’i",Medium,46/64,$35.00/12 ounces,October2021,9,8,8,8,7,,
Paradise Roasters,Panama Hacienda La Esmeralda Ethiopia Accessions,95,"Minneapolis, Minnesota","Boquete growing region, western Panama",Light,62/82,$24.95/4 ounces,October2021,9,9,9,9,9,,
Barrington Coffee Roasting,The Natural,93,"Lee, Massachusetts","Banti Nenga, Oromia Region, Ethiopia",Medium-Light,52/70,$16.95/12 ounces,October2021,9,,9,9,8,8,
Paradise Roasters,Guji Hamasho Washed,94,"Minneapolis, Minnesota","Bombe Mountains, Sidama growing region, Ethiopia",Medium-Light,56/82,$24.95/12 ounces,October2021,9,9,9,9,8,,
Paradise Roasters,Kona Red Wine Process,94,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,56/76,$24.95/4 ounces,October2021,9,9,9,9,8,,
JBC Coffee Roasters,Candelilla Geisha Natural,95,"Madison, Wisconsin","Tarrazu growing region, Costa Rica",Light,62/80,$21.50/8 ounces,September2021,9,9,9,9,9,,
JBC Coffee Roasters,Kiamugumo Kenya,95,"Madison, Wisconsin","Kirinyaga County, south-central Kenya",Medium-Light,58/80,$21.00/12 ounces,September2021,9,9,9,9,9,,
Equator Coffees,Ethiopia Sidama Ardi,95,"San Rafael, California","Guji Zone, Borena Hagermariam District, Ethiopia",Light,64/86,$19.00/12 ounces,September2021,9,9,9,9,9,,
SkyTop Coffee,Colombia Gesha,94,"Manlius, New York","Aratoca, Santander Department, Colombia",Medium-Light,60/77,$27.00/12 ounces,September2021,9,9,9,9,8,,
Lexington Coffee Roasters,Ethiopia Kayon Mountain Washed,94,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,60/78,$19.95/12 ounces,September2021,9,9,9,9,8,,
Coffee by Design,Kenya Nyeri Kiandu AA,92,"Portland, Maine","Nyeri growing region, south-central Kenya",Medium-Light,59/75,$18.50/16 ounces,September2021,9,8,8,9,8,,
Lexington Coffee Roasters,Ethiopia Kayon Mountain Natural,93,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,60/78,$19.95/12 ounces,September2021,9,8,9,9,8,,
Jaunt Coffee Roasters,Ethiopia Gedeb Worka Wuri,95,"San Diego, California","Gedeb District, Gedeo Zone, southern Ethiopia",Light,62/80,$26.00/12 ounces,September2021,9,9,9,9,9,,
VN Beans,Hung Farm,93,"Oakland, California","Dalat, Vietnam",Medium-Light,58/76,$22.00/12 ounces,September2021,9,8,9,9,8,,
True Coffee Roasters,Brazil Peixoto Peaberry,92,"Fitchburg, Wisconsin","Minas Gerais State, Brazil",Medium-Light,56/74,$13.01/12.64 ounces,September2021,9,8,8,9,8,,
Jaunt Coffee Roasters,Kenya Muranga Riakiberu,92,"San Diego, California","Murang'a County, central Kenya",Medium-Light,58/76,$24.00/12 ounces,September2021,9,8,8,9,8,,
Cafe Unido,Mama Cata Mokkita,95,"Washington, D.C.","Boquete growing region, western Panama",Medium-Light,54/72,$80.00/12 ounces,September2021,9,9,9,9,9,,
Temple Coffee Roasters,Kenya Karatina,94,"Sacramento, California","Nyeri County, Kenya",Medium-Light,56/74,$23.50/12 ounces,September2021,9,9,9,9,8,,
JBC Coffee Roasters,La Reforma El Salvador Natural,94,"Madison, Wisconsin","Calzontes Arriba, Santa Ana Department, El Salvador",Medium-Light,58/77,$20.50/12 ounces,September2021,9,9,9,9,8,,
Jackrabbit Java,Ethiopia Gogogu Bekaka #4,93,"Thermopolis, Wyoming","Yirgacheffe growing region, southern Ethiopia",Medium-Light,56/78,$16.00/12 ounces,September2021,9,9,8,9,8,,
Fresh Roasted Coffee,Congo Umoja,92,"Sunbury, Pennsylvania","South Kivu Province, Democratic Republic of the Congo",Medium-Light,58/74,$15.95/12 ounces,September2021,8,8,9,9,8,,
Big Shoulders Coffee,Tanzania Ngila Estate,93,"Chicago, Illinois","Ngila Estate, Ngorongoro Conservation Area, Tanzania",Medium-Light,60/78,$25.00/12 ounces,September2021,9,8,9,9,8,,
Temple Coffee Roasters,Mexico Pluma Hidalgo,93,"Sacramento, California","Pluma Hidalgo, Oaxaca State, Mexico",Medium-Light,54/74,$23.50/12 ounces,September2021,9,8,9,9,8,,
JBC Coffee Roasters,Bella Carmona Guatemala,92,"Madison, Wisconsin","Antigua growing region, Guatemala",Light,62/80,$17.00/12 ounces,September2021,9,8,8,9,8,,
JBC Coffee Roasters,Pluma Hidalgo Mexico,92,"Madison, Wisconsin","Pluma Hidalgo, Oaxaca State, Mexico",Medium-Light,60/78,$16.00/12 ounces,September2021,9,8,8,9,8,,
Fresh Roasted Coffee,Rwanda Abakundakawa,92,"Sunbury, Pennsylvania","Karongi District, western Rwanda",Medium-Light,54/72,$15.95/12 ounces,September2021,9,8,9,9,7,,
Metropolis Coffee,House Blend,91,"Chicago, Illinois","Antioquia Department, Colombia",Medium,42/60,$10.99/10.5 ounces,September2021,9,8,8,9,7,,
Metropolis Coffee,Breakfast Blend,90,"Chicago, Illinois","Antioquia Department, Colombia",Medium-Light,56/75,$10.99/10.5 ounces,September2021,8,8,8,8,8,,
Fresh Roasted Coffee,El Salvador Finca Hungria,92,"Sunbury, Pennsylvania","Santa Ana Department, El Salvador",Medium-Light,55/73,$14.95/12 ounces,September2021,9,8,8,9,8,,
Nostalgia Coffee Roasters,Guatemala La Voz,94,"San Diego, California","San Juan La Laguna, Lake Atitlan, Guatemala",Medium-Light,58/76,$21.00/12 ounces,September2021,9,9,9,9,8,,
Equator Coffees,Guatemala El Injerto Pacamara,93,"San Rafael, California","La Libertad, Huehuetenango Department, Guatemala",Medium-Light,57/74,$19.00/6 ounces,September2021,9,8,9,9,8,,
Novo Coffee Roasters,Guatemala El Mirador,93,"Denver, Colorado","Huehuetenango Department, Guatemala",Medium-Light,58/80,$19.00/12 ounces,September2021,9,9,8,9,8,,
States Coffee,Guatemala Pache,93,"Martinez, California","Santa Barbara, Huehuetenango, Guatemala",Medium-Light,58/78,$12.00/8 ounces,September2021,9,8,9,9,8,,
Magnolia Coffee,Guatemala Finca San Gerardo,92,"Charlotte, North Carolina","Lake Amatitlán region, south-central Guatemala",Medium-Light,54/74,$15.00/12 ounces,September2021,9,8,8,9,8,,
Mikava Coffee,Marsella Gesha #108 (Innovation Series),93,"McMinnville, Oregon ","Risaralda, Colombia",Light,60/82,$21.00/113 grams,September2021,9,9,8,9,8,,
Mikava Coffee,Santuario Gesha #113 (Innovation Series),93,"McMinnville, Oregon ","Risaralda, Colombia",Light,62/80,$21.00/113 grams,September2021,9,8,9,9,8,,
Paradise Roasters,Ethiopia Guji Laayoo Natural,95,"Minneapolis, Minnesota","Uraga District, Guji Zone, Ethiopia",Light,64/84,$24.95/12 ounces,August2021,9,9,9,9,9,,
modcup coffee,Colombia Cafe Granja La Esperanza Sidra Natural,95,"Jersey City, New Jersey","Valle del Cauca Department, Colombia",Medium-Light,58/80,$45.00/175 grams,August2021,9,9,9,9,9,,
Drink Coffee Do Stuff,Kenya Gatomboya,94,"Truckee, California","Nyeri growing region, south-central Kenya",Medium-Light,56/76,$24.00/12 ounces,August2021,9,9,9,9,8,,
Paradise Roasters,Nicaragua La Bendicion Yellow Maracaturra Natural,94,"Minneapolis, Minnesota","Nueva Segovia, Nicaragua",Light,64/86,$14.95/6 ounces,August2021,9,9,9,9,8,,
Paradise Roasters,Kona Lactic Washed,94,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,60/76,$24.95/4 ounces,August2021,9,8,9,9,9,,
Paradise Roasters,Ecuador Hacienda Legrand Robusta,93,"Minneapolis, Minnesota","Santa Elena Province, Ecuador",Medium-Light,54/72,$18.95/12 ounces,August2021,9,,9,9,9,7,
Nostalgia Coffee Roasters,Glory Days,92,"San Diego, California",Peru,Medium,46/70,$20.00/12 ounces,August2021,9,8,8,9,8,,
Bird Rock Coffee Roasters,Kenya Kamwangi,95,"San Diego, California","Gichugu Division, Kirinyaga County, central Kenya",Medium-Light,58/78,$24.00/12 ounces,August2021,9,9,9,9,9,,
RamsHead Coffee Roasters,El Salvador Pacamara,93,"Bozeman, Montana","Ahuachapan, El Salvador",Medium-Light,54/72,$17.95/12 ounces,August2021,9,8,9,9,8,,
RamsHead Coffee Roasters,Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,92,"Bozeman, Montana","Jinotega, Nicaragua",Medium-Light,58/76,$17.95/12 ounces,August2021,9,8,8,9,8,,
Poppets Coffee,Bayou Buzz Breakfast Blend,90,"Dayton, Ohio",Not disclosed,Medium-Light,54/70,$14.00/12 ounces,August2021,8,8,9,8,7,,
Drink Coffee Do Stuff,Banti Nenga Hambela Wamena,93,"Truckee, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,59/77,$22.00/12 ounces,August2021,9,8,9,9,8,,
JBC Coffee Roasters,Sudan Rume,95,"Madison, Wisconsin","Valle del Cauca Department, Colombia",Medium-Light,57/74,$30.00/8 ounces,August2021,9,9,9,9,9,,
Peach Coffee Roasters,Sumatra Lintong,93,"Johns Creek, Georgia","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,54/72,$18.99/12 ounces,August2021,9,8,9,9,8,,
Barrington Coffee Roasting,Testi Ayla Double Ethiopia,97,"Lee, Massachusetts","Sidama Zone, Oromia Region, Ethiopia",Light,64/86,$54.95/12 ounces,August2021,9,10,9,10,9,,
JBC Coffee Roasters,Primavera Colombia Espresso,94,"Madison, Wisconsin","Huila Department, Colombia",Medium-Light,58/78,$19.00/12 ounces,August2021,9,,9,9,8,9,
JBC Coffee Roasters,Andi Sumatra,93,"Madison, Wisconsin","Aceh Province, Sumatra",Medium-Light,58/76,$19.50/12 ounces,August2021,9,8,9,9,8,,
JBC Coffee Roasters,Gigesa Ethiopia,94,"Madison, Wisconsin","Guji Zone, Oromia Region, Ethiopia",Light,62/80,$18.00/12 ounces,August2021,9,9,9,9,8,,
Temple Coffee Roasters,Guatemala Buena Vista Single-Origin Espresso,93,"Sacramento, California","Chimaltenango, Guatemala",Medium-Light,56/72,$22.50/12 ounces,August2021,9,,8,9,8,9,
Temple Coffee Roasters,Ethiopia Reko Yirgacheffe,93,"Sacramento, California","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/76,$20.50/12 ounces,August2021,9,9,8,9,8,,
JBC Coffee Roasters,Medina Natural,93,"Madison, Wisconsin","Antigua growing region, Guatemala",Medium-Light,58/76,$20.50/12 ounces,August2021,9,8,9,9,8,,
Barrington Coffee Roasting,Sadah Kuhlani Yemen,93,"Lee, Massachusetts","Sa’dah Governorate, Yemen",Light,62/80,$39.95/12 ounces,August2021,9,8,9,9,8,,
JBC Coffee Roasters,Gura Kenya,93,"Madison, Wisconsin","Nyeri growing region, Kenya",Medium-Light,58/77,$22.00/12 ounces,August2021,9,8,9,9,8,,
Temple Coffee Roasters,Ethiopia Nano Genji,92,"Sacramento, California","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/76,$21.50/12 ounces,August2021,9,8,8,9,8,,
Cafe Kreyol,Haitian Blue Zombie Desert,92,"Manassas, Virginia","Savane Zombie, Haiti",Medium-Light,58/78,$14.99/12 ounces,August2021,9,8,9,9,7,,
Cafe Kreyol,Dominican Republic Organic Ramirez Estate,90,"Manassas, Virginia","Jarabacoa, Dominican Republic",Medium-Light,58/74,$12.99/12 ounces,August2021,8,8,8,8,8,,
Toca Coffee,Amasia Blend,91,"Pompton Plains, New Jersey",Brazil; Guatemala; Indonesia,Medium,46/60,$15.95/12 ounces,August2021,8,,8,9,8,8,
Paradise Roasters,Espresso Nuevo,93,"Minneapolis, Minnesota",Colombia; Brazil; Indonesia,Medium,45/61,$14.95/12 ounces,August2021,9,,8,9,8,9,
Peach Coffee Roasters,Red Clay Espresso Blend,92,"Johns Creek, Georgia",Colombia; Brazil,Medium,47/63,$14.99/12 ounces,August2021,8,,8,9,9,8,
Per'la Specialty Roasters,Espresso Fino,92,"Miami, Florida",Guatemala; Brazil; Indonesia,Medium,50/70,$16.00/12 ounces,August2021,8,,9,9,8,8,
Durango Coffee Company,Durango Espresso,91,"Durango, Colorado",Not disclosed,Medium,45/59,$13.20/12 ounces,August2021,8,,8,8,8,9,
Temple Coffee Roasters,Dharma Espresso Blend,92,"Sacramento, California",Brazil; Ethiopia; Colombia,Medium,46/60,$16.50/12 ounces,August2021,8,,9,8,8,9,
Lina Premium Coffee,Sudan Rume,93,"Bogota, Colombia",Colombia,Medium-Light,54/74,$24.99/12 ounces,August2021,9,8,9,9,8,,
Paradise Roasters,Tanzania Gesha Peaberry,95,"Minneapolis, Minnesota","Ngorongoro, Tanzania",Light,62/80,$74.95/4 ounces,August2021,9,9,9,9,9,,
Baba Java Coffee,Panama Geisha,92,"Hoover, Alabama","Jaramillo, Boquete growing region, Panama",Medium-Light,56/72,$40.00/8 ounces,August2021,9,8,8,9,8,,
Difference Coffee,Esmeralda Estate Panama Geisha,94,"London, England","Boquete growing region, western Panama",NA,0/0,£50/10 capsules,August2021,9,,9,9,8,9,
Paradise Roasters,Blue Sky Breakfast Blend,93,"Minneapolis, Minnesota",Not disclosed,Medium-Light,58/76,$14.95/12 ounces,August2021,9,8,9,9,8,,
Dragonfly Coffee Roasters,Mojave Vault Series Geisha Natural,94,"Henderson, Nevada","Volcan, Panama",Light,64/84,$49.95/8 ounces,July2021,9,9,9,9,8,,
Durango Coffee Company,Colombia Black Condor,91,"Durango, Colorado","Vereda, Huila Province, Colombia",Medium-Light,56/74,$19.95/12 ounces,July2021,8,8,8,9,8,,
JBC Coffee Roasters,Kabiufa Papua New Guinea,94,"Madison, Wisconsin","Kabiufa, Eastern Highlands, Papua New Guinea",Light,60/82,$16.00/12 ounces,July2021,9,9,9,9,8,,
SkyTop Coffee,Colombia Finca Santa Maria,95,"Manlius, New York","Aratoca, Santander Department, Colombia",Medium-Light,58/78,$18.00/12 ounces,July2021,9,9,9,9,9,,
Dragonfly Coffee Roasters,Yemen Mocha Haimi,94,"Henderson, Nevada","Sana’a growing region, Yemen",Light,63/83,$35.00/8 ounces,July2021,9,9,9,9,8,,
SkyTop Coffee,Colombia Wush Wush,94,"Manlius, New York","Santander Department, Colombia",Medium,56/64,$27.00/12 ounces,July2021,9,9,9,9,8,,
Dragonfly Coffee Roasters,Yemen Mocha Khulani,93,"Henderson, Nevada","Sana’a growing region, Yemen",Medium-Light,60/80,$35.00/8 ounces,July2021,9,9,8,9,8,,
Dragonfly Coffee Roasters,Yemen Mocha Harazi,93,"Henderson, Nevada","Sana’a growing region, Yemen",Medium-Light,62/78,$35.00/8 ounces,July2021,9,8,9,9,8,,
Roast House,Ethiopia Mormora Cold Brew,94,"Spokane, Washington","Guji Zone, Oromia Region, Ethiopia",NA,0/0,$5.50/12-ounce bottle,July2021,9,,9,9,8,9,
